Id;Question;Chart
13574;The variable chlorides seems to be one of the two most relevant features.;'WineQT_decision_tree'
13575;The variable free sulfur dioxide seems to be one of the two most relevant features.;'WineQT_decision_tree'
13576;The variable total sulfur dioxide seems to be one of the two most relevant features.;'WineQT_decision_tree'
13577;The variable density seems to be one of the two most relevant features.;'WineQT_decision_tree'
13578;The variable pH seems to be one of the two most relevant features.;'WineQT_decision_tree'
13579;The variable sulphates seems to be one of the two most relevant features.;'WineQT_decision_tree'
13580;The variable alcohol seems to be one of the two most relevant features.;'WineQT_decision_tree'
13581;The variable quality seems to be one of the two most relevant features.;'WineQT_decision_tree'
13582;The variable fixed acidity seems to be one of the three most relevant features.;'WineQT_decision_tree'
13583;The variable volatile acidity seems to be one of the three most relevant features.;'WineQT_decision_tree'
13584;The variable citric acid seems to be one of the three most relevant features.;'WineQT_decision_tree'
13585;The variable residual sugar seems to be one of the three most relevant features.;'WineQT_decision_tree'
13586;The variable chlorides seems to be one of the three most relevant features.;'WineQT_decision_tree'
13587;The variable free sulfur dioxide seems to be one of the three most relevant features.;'WineQT_decision_tree'
13588;The variable total sulfur dioxide seems to be one of the three most relevant features.;'WineQT_decision_tree'
13589;The variable density seems to be one of the three most relevant features.;'WineQT_decision_tree'
13590;The variable pH seems to be one of the three most relevant features.;'WineQT_decision_tree'
13591;The variable sulphates seems to be one of the three most relevant features.;'WineQT_decision_tree'
13592;The variable alcohol seems to be one of the three most relevant features.;'WineQT_decision_tree'
13593;The variable quality seems to be one of the three most relevant features.;'WineQT_decision_tree'
13594;The variable fixed acidity seems to be one of the four most relevant features.;'WineQT_decision_tree'
13595;The variable volatile acidity seems to be one of the four most relevant features.;'WineQT_decision_tree'
13596;The variable citric acid seems to be one of the four most relevant features.;'WineQT_decision_tree'
13597;The variable residual sugar seems to be one of the four most relevant features.;'WineQT_decision_tree'
13598;The variable chlorides seems to be one of the four most relevant features.;'WineQT_decision_tree'
13599;The variable free sulfur dioxide seems to be one of the four most relevant features.;'WineQT_decision_tree'
13600;The variable total sulfur dioxide seems to be one of the four most relevant features.;'WineQT_decision_tree'
13601;The variable density seems to be one of the four most relevant features.;'WineQT_decision_tree'
13602;The variable pH seems to be one of the four most relevant features.;'WineQT_decision_tree'
13603;The variable sulphates seems to be one of the four most relevant features.;'WineQT_decision_tree'
13604;The variable alcohol seems to be one of the four most relevant features.;'WineQT_decision_tree'
13605;The variable quality seems to be one of the four most relevant features.;'WineQT_decision_tree'
13606;The variable fixed acidity seems to be one of the five most relevant features.;'WineQT_decision_tree'
13607;The variable volatile acidity seems to be one of the five most relevant features.;'WineQT_decision_tree'
13608;The variable citric acid seems to be one of the five most relevant features.;'WineQT_decision_tree'
13609;The variable residual sugar seems to be one of the five most relevant features.;'WineQT_decision_tree'
13610;The variable chlorides seems to be one of the five most relevant features.;'WineQT_decision_tree'
13611;The variable free sulfur dioxide seems to be one of the five most relevant features.;'WineQT_decision_tree'
13612;The variable total sulfur dioxide seems to be one of the five most relevant features.;'WineQT_decision_tree'
13613;The variable density seems to be one of the five most relevant features.;'WineQT_decision_tree'
13614;The variable pH seems to be one of the five most relevant features.;'WineQT_decision_tree'
13615;The variable sulphates seems to be one of the five most relevant features.;'WineQT_decision_tree'
13616;The variable alcohol seems to be one of the five most relevant features.;'WineQT_decision_tree'
13617;The variable quality seems to be one of the five most relevant features.;'WineQT_decision_tree'
13618;It is clear that variable fixed acidity is one of the two most relevant features.;'WineQT_decision_tree'
13619;It is clear that variable volatile acidity is one of the two most relevant features.;'WineQT_decision_tree'
13620;It is clear that variable citric acid is one of the two most relevant features.;'WineQT_decision_tree'
13621;It is clear that variable residual sugar is one of the two most relevant features.;'WineQT_decision_tree'
13622;It is clear that variable chlorides is one of the two most relevant features.;'WineQT_decision_tree'
13623;It is clear that variable free sulfur dioxide is one of the two most relevant features.;'WineQT_decision_tree'
13624;It is clear that variable total sulfur dioxide is one of the two most relevant features.;'WineQT_decision_tree'
13625;It is clear that variable density is one of the two most relevant features.;'WineQT_decision_tree'
13626;It is clear that variable pH is one of the two most relevant features.;'WineQT_decision_tree'
13627;It is clear that variable sulphates is one of the two most relevant features.;'WineQT_decision_tree'
13628;It is clear that variable alcohol is one of the two most relevant features.;'WineQT_decision_tree'
13629;It is clear that variable quality is one of the two most relevant features.;'WineQT_decision_tree'
13630;It is clear that variable fixed acidity is one of the three most relevant features.;'WineQT_decision_tree'
13631;It is clear that variable volatile acidity is one of the three most relevant features.;'WineQT_decision_tree'
13632;It is clear that variable citric acid is one of the three most relevant features.;'WineQT_decision_tree'
13633;It is clear that variable residual sugar is one of the three most relevant features.;'WineQT_decision_tree'
13634;It is clear that variable chlorides is one of the three most relevant features.;'WineQT_decision_tree'
