Question;Chart
There is evidence in favour for sequential backward selection to select variable smoothness_se previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable symmetry_se previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable radius_worst previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_worst previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable texture_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable area_se previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable smoothness_se previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable symmetry_se previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable radius_worst previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_worst previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable perimeter_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_se previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable smoothness_se previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable symmetry_se previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable radius_worst previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_worst previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable area_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_se previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable area_se previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable symmetry_se previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable radius_worst previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_worst previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable smoothness_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_se previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable area_se previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable smoothness_se previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable radius_worst previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_worst previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable symmetry_se.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_se previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable area_se previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable smoothness_se previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable symmetry_se previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_worst previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable radius_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_se previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable area_se previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable smoothness_se previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable symmetry_se previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable radius_worst previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_worst previously than variable texture_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_mean previously than variable perimeter_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable perimeter_mean previously than variable perimeter_worst.;'Breast_Cancer_correlation_heatmap'
There is evidence in favour for sequential backward selection to select variable texture_se previously than variable perimeter_worst.;'Breast_Cancer_correlation_heatmap'
