Id;Chart;Question
2506;phone_decision_tree.png;A smaller tree would be delivered if we would apply post-pruning, accepting an accuracy reduction of 6%.
2507;phone_decision_tree.png;As reported in the tree, the number of False Positive is bigger than the number of False Negatives.
2508;phone_decision_tree.png;The specificity for the presented tree is lower than 60%.
2509;phone_decision_tree.png;The number of False Positives is lower than the number of False Negatives for the presented tree.
2510;phone_decision_tree.png;The number of True Negatives is higher than the number of True Positives for the presented tree.
2511;phone_decision_tree.png;The number of False Positives is higher than the number of True Positives for the presented tree.
2512;phone_decision_tree.png;Considering that A=True<=>[int_memory <= 30.5] and B=True<=>[mobile_wt <= 91.5], it is possible to state that KNN algorithm classifies (A,B) as 2 for any k ≤ 636.
2513;phone_decision_tree.png;Considering that A=True<=>[int_memory <= 30.5] and B=True<=>[mobile_wt <= 91.5], the Decision Tree presented classifies (not A, B) as 1.
2514;phone_decision_tree.png;Considering that A=True<=>[int_memory <= 30.5] and B=True<=>[mobile_wt <= 91.5], the Decision Tree presented classifies (A, not B) as 0.
2515;phone_overfitting_mlp.png;We are able to identify the existence of overfitting for MLP models trained longer than 300 episodes.
2516;phone_overfitting_gb.png;We are able to identify the existence of overfitting for gradient boosting models with more than 502 estimators.
2517;phone_overfitting_rf.png;Results for Random Forests identified as 10, may be explained by its estimators being in underfitting.
2518;phone_overfitting_rf.png;The random forests results shown can be explained by the lack of diversity resulting from the number of features considered.
2519;phone_overfitting_rf.png;We are able to identify the existence of overfitting for random forest models with more than 1002 estimators.
2520;phone_overfitting_knn.png;KNN is in overfitting for k less than 13.
2521;phone_overfitting_knn.png;KNN with 5 neighbour is in overfitting.
2522;phone_overfitting_knn.png;KNN with more than 15 neighbours is in overfitting.
2523;phone_overfitting_knn.png;We are able to identify the existence of overfitting for KNN models with less than 5 neighbors.
2524;phone_overfitting_decision_tree.png;According to the decision tree overfitting chart, the tree with 9 nodes of depth is in overfitting.
2525;phone_overfitting_decision_tree.png;The chart reporting the recall for different trees shows that the model enters in overfitting for models with depth higher than 5.
2526;phone_overfitting_decision_tree.png;The decision tree is in overfitting for depths above 4.
2527;phone_overfitting_decision_tree.png;We are able to identify the existence of overfitting for decision tree models with more than 5 nodes of depth.
2528;phone_pca.png;The first 8 principal components are enough for explaining half the data variance.
2529;phone_pca.png;Using the first 11 principal components would imply an error between 10 and 25%.
2530;phone_correlation_heatmap.png;The intrinsic dimensionality of this dataset is 11.
2531;phone_correlation_heatmap.png;One of the variables px_height or battery_power can be discarded without losing information.
2532;phone_correlation_heatmap.png;The variable battery_power can be discarded without risking losing information.
2533;phone_correlation_heatmap.png;Variables ram and px_width are redundant, but we can’t say the same for the pair mobile_wt and sc_h.
2534;phone_correlation_heatmap.png;Variables px_height and sc_w are redundant.
2535;phone_correlation_heatmap.png;From the correlation analysis alone, it is clear that there are relevant variables.
2536;phone_correlation_heatmap.png;Variable n_cores seems to be relevant for the majority of mining tasks.
2537;phone_correlation_heatmap.png;Variables sc_h and fc seem to be useful for classification tasks.
2538;phone_correlation_heatmap.png;Applying a non-supervised feature selection based on the redundancy, would not increase the performance of the generality of the training algorithms in this dataset.
2539;phone_correlation_heatmap.png;Removing variable sc_h might improve the training of decision trees .
2540;phone_correlation_heatmap.png;There is evidence in favour for sequential backward selection to select variable px_height previously than variable px_width.
2541;phone_boxplots.png;Variable n_cores is balanced.
2542;phone_boxplots.png;Those boxplots show that the data is not normalized.
2543;phone_boxplots.png;It is clear that variable talk_time shows some outliers, but we can’t be sure of the same for variable px_width.
2544;phone_boxplots.png;Outliers seem to be a problem in the dataset.
2545;phone_boxplots.png;Variable px_height shows some outlier values.
2546;phone_boxplots.png;Variable sc_w doesn’t have any outliers.
2547;phone_boxplots.png;Variable pc presents some outliers.
2548;phone_boxplots.png;At least 50 of the variables present outliers.
2549;phone_boxplots.png;The histograms presented show a large number of outliers for most of the numeric variables.
2550;phone_boxplots.png;The existence of outliers is one of the problems to tackle in this dataset.
2551;phone_boxplots.png;A scaling transformation is mandatory, in order to improve the  KNN performance in this dataset.
2552;phone_boxplots.png;Multiplying ratio and Boolean variables by 100, and variables with a range between 0 and 10 by 10, would have an impact similar to other scaling transformations.
2553;phone_boxplots.png;Normalization of this dataset could not have impact on a KNN classifier.
2554;phone_boxplots.png;Scaling this dataset would be mandatory to improve the results with distance-based methods.
2555;phone_histograms_symbolic.png;All variables, but the class, should be dealt with as date.
2556;phone_histograms_symbolic.png;The variable four_g can be seen as ordinal.
2557;phone_histograms_symbolic.png;The variable wifi can be seen as ordinal without losing information.
2558;phone_histograms_symbolic.png;Considering the common semantics for touch_screen and blue variables, dummification if applied would increase the risk of facing the curse of dimensionality.
2559;phone_histograms_symbolic.png;Considering the common semantics for three_g variable, dummification would be the most adequate encoding.
2560;phone_histograms_symbolic.png;The variable three_g can be coded as ordinal without losing information.
2561;phone_histograms_symbolic.png;Feature generation based on variable four_g seems to be promising.
2562;phone_histograms_symbolic.png;Feature generation based on the use of variable three_g wouldn’t be useful, but the use of blue seems to be promising.
2563;phone_histograms_symbolic.png;Given the usual semantics of three_g variable, dummification would have been a better codification.
2564;phone_histograms_symbolic.png;It is better to drop the variable three_g than removing all records with missing values.
2565;phone_histograms_symbolic.png;Not knowing the semantics of four_g variable, dummification could have been a more adequate codification.
2566;phone_class_histogram.png;Balancing this dataset would be mandatory to improve the results.
2567;phone_nr_records_nr_variables.png;Given the number of records and that some variables are binary, we might be facing the curse of dimensionality.
2568;phone_nr_records_nr_variables.png;We face the curse of dimensionality when training a classifier with this dataset.
2569;phone_nr_records_nr_variables.png;Balancing this dataset by SMOTE would most probably be preferable over undersampling.
2570;phone_histograms_numeric.png;All variables, but the class, should be dealt with as binary.
2571;phone_histograms_numeric.png;The variable int_memory can be seen as ordinal.
2572;phone_histograms_numeric.png;The variable fc can be seen as ordinal without losing information.
2573;phone_histograms_numeric.png;Variable sc_h is balanced.
2574;phone_histograms_numeric.png;It is clear that variable sc_w shows some outliers, but we can’t be sure of the same for variable sc_h.
2575;phone_histograms_numeric.png;Outliers seem to be a problem in the dataset.
2576;phone_histograms_numeric.png;Variable pc shows a high number of outlier values.
2577;phone_histograms_numeric.png;Variable ram doesn’t have any outliers.
