Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,ReachedOnTime
3,3,229,3,49,2339,Yes
3,2,237,2,26,3103,Yes
2,3,226,3,8,5106,Yes
5,1,267,5,3,1194,Yes
5,1,159,4,38,1277,Yes
4,1,200,4,3,5837,No
7,5,273,4,7,1364,No
5,5,208,2,8,5321,No
3,5,179,5,56,1113,Yes
4,2,191,2,11,3985,Yes
7,1,291,4,2,1216,Yes
3,3,192,3,1,4180,Yes
3,5,231,2,49,2341,Yes
5,3,150,2,2,1682,Yes
3,3,274,3,3,5157,No
4,1,240,4,6,4811,No
7,2,279,4,1,1480,No
6,4,283,4,1,1384,Yes
3,2,154,3,1,5322,Yes
7,5,267,4,10,1067,No
6,1,280,4,5,1431,No
4,1,196,2,3,4752,No
3,1,286,4,4,5106,No
4,2,222,2,5,4268,No
5,5,232,5,2,5561,No
4,4,174,3,49,1141,Yes
3,2,209,3,5,4999,No
6,2,271,4,2,1893,Yes
3,5,247,3,4,5891,Yes
5,2,226,5,5,1659,No
4,3,262,2,3,4064,Yes
4,2,215,2,10,4061,Yes
4,1,97,2,15,1836,Yes
5,3,224,5,5,1842,No
3,5,230,3,49,3477,Yes
3,5,118,4,10,5699,Yes
4,1,182,3,49,3198,Yes
5,1,224,2,14,2959,Yes
2,4,114,5,3,4423,No
6,5,279,4,7,1447,No
3,1,262,2,28,2940,Yes
5,4,145,2,2,4753,No
2,4,271,8,10,4183,No
4,4,205,3,11,2255,Yes
6,1,196,4,2,5844,No
4,4,169,4,8,5493,No
4,4,159,3,9,4265,Yes
4,3,207,10,9,4179,No
3,4,241,2,57,3671,Yes
4,5,198,3,2,4272,No
5,3,237,4,8,5432,No
4,2,252,4,1,4705,Yes
3,1,191,2,10,5073,No
4,4,229,2,45,3776,Yes
5,5,203,4,6,4557,Yes
5,4,237,6,2,4541,No
4,5,187,3,7,5022,Yes
4,2,136,4,3,4190,No
4,3,167,3,5,5791,No
3,1,143,4,6,5474,No
2,2,160,6,9,4972,Yes
3,4,162,5,1,4240,Yes
4,4,185,2,1,4729,No
4,4,280,5,3,5034,No
5,2,171,2,6,4236,No
5,4,151,3,10,4611,No
3,4,257,3,10,4670,Yes
2,5,243,3,7,4486,No
5,2,266,10,9,4784,Yes
4,2,230,3,33,3602,Yes
2,1,145,2,49,1177,Yes
6,4,225,4,10,4723,No
3,4,148,2,54,1778,Yes
6,3,241,6,8,3878,Yes
3,1,203,3,3,4137,No
6,4,298,4,9,1629,No
4,2,192,4,2,5503,No
3,3,191,3,4,4586,No
3,3,201,2,2,5361,No
3,1,192,2,33,2818,Yes
3,5,135,3,3,4938,No
6,4,268,4,3,1586,No
5,5,173,2,7,4716,No
3,1,202,3,9,4322,No
4,1,100,6,6,5841,No
3,2,185,4,8,5545,No
5,5,245,5,5,1381,Yes
3,5,137,2,6,5709,Yes
3,5,229,6,22,2717,Yes
3,4,248,4,8,4540,No
5,4,138,2,38,1803,Yes
3,5,206,3,9,5751,No
5,4,143,5,5,4393,Yes
5,4,195,2,4,3108,Yes
6,3,244,4,1,1317,Yes
5,3,250,5,12,2722,Yes
3,1,140,2,55,1339,Yes
3,5,135,2,7,5331,No
2,3,151,4,3,1353,Yes
3,1,210,2,9,4580,No
5,5,267,3,9,4775,Yes
5,3,205,4,9,4277,No
3,1,201,3,3,4556,Yes
5,4,193,3,55,2758,Yes
3,3,253,5,63,3788,Yes
4,2,112,2,8,4599,No
4,5,172,4,8,5900,Yes
3,4,184,4,2,4052,No
2,5,259,3,3,4770,Yes
4,5,253,3,58,3096,Yes
3,1,177,2,38,1099,Yes
4,2,206,2,4,5159,No
3,5,271,3,2,5229,Yes
5,5,234,2,44,2548,Yes
4,2,262,4,2,5311,No
5,2,253,2,2,5643,Yes
4,2,191,2,8,4806,Yes
2,5,123,4,8,4042,No
6,4,276,6,8,5037,No
4,2,271,3,9,4085,No
3,3,250,3,9,2752,Yes
5,1,170,4,4,5113,Yes
3,1,243,2,10,5460,No
4,1,218,5,5,1238,No
4,3,261,3,2,4028,No
5,1,234,5,9,1932,Yes
5,4,236,5,4,1948,No
4,2,203,5,20,3098,Yes
4,4,224,2,3,4817,No
3,4,191,5,4,4243,Yes
4,3,271,4,24,3499,Yes
5,4,217,5,3,1007,Yes
4,2,184,2,10,5959,No
3,1,169,2,1,4783,Yes
3,4,261,4,7,5731,No
5,2,214,2,8,4767,No
3,2,165,3,47,1639,Yes
5,1,256,4,5,4970,Yes
4,2,272,2,1,5703,Yes
4,2,259,2,10,5265,No
4,4,170,3,4,4062,No
2,1,285,3,7,4999,No
3,2,115,3,27,1814,Yes
6,3,304,4,3,1752,Yes
3,5,180,3,6,1228,Yes
5,5,254,2,6,4934,No
4,1,179,2,7,4605,No
3,4,165,3,10,4910,No
3,4,257,4,9,4537,No
5,1,287,4,4,1579,No
3,5,148,2,9,5095,Yes
4,3,179,3,40,1584,Yes
3,4,216,3,3,5817,No
4,2,203,3,4,5699,No
4,2,233,7,56,3925,Yes
3,2,183,3,9,4282,No
5,3,246,5,2,1185,No
2,4,224,2,8,4754,No
2,2,150,3,6,5854,Yes
5,4,140,3,56,1332,Yes
4,5,258,2,2,4303,Yes
5,1,240,5,5,4144,No
3,2,257,3,2,5486,Yes
6,5,287,5,2,5611,Yes
5,2,226,3,1,5451,No
6,5,275,4,2,1700,Yes
6,4,205,4,10,1974,Yes
4,5,138,3,64,1708,Yes
3,2,164,10,14,1375,Yes
7,2,281,4,6,1118,Yes
4,3,151,4,13,1583,Yes
6,5,246,4,50,3618,Yes
4,1,239,3,9,4930,Yes
5,5,235,5,4,1758,No
4,4,214,3,36,2684,Yes
5,3,202,6,34,2936,Yes
4,3,261,10,6,4347,Yes
5,1,252,3,2,4339,No
3,1,171,2,6,5704,Yes
2,4,166,3,8,4968,Yes
7,1,300,4,10,1148,Yes
4,4,135,2,4,4684,No
3,3,150,2,61,1053,Yes
4,5,199,2,4,4762,No
2,2,150,2,9,4917,Yes
5,2,235,3,14,2984,Yes
3,1,209,2,3,4184,No
5,4,225,5,7,1476,No
4,3,187,6,9,5872,No
3,4,240,2,2,3729,Yes
3,3,273,3,6,5269,Yes
3,2,113,5,1,5993,No
4,3,163,2,12,1092,Yes
3,1,221,4,8,5971,No
6,4,247,4,3,1946,No
4,2,273,2,5,5608,Yes
5,5,262,6,10,1816,Yes
6,2,279,4,1,1150,Yes
2,1,188,2,5,5250,No
6,1,185,3,8,4806,No
6,5,260,4,8,1347,Yes
5,5,223,5,5,1678,No
3,2,195,2,9,5779,Yes
3,4,193,2,48,3909,Yes
5,1,227,2,15,3798,Yes
3,3,217,4,3,5602,No
3,2,168,4,1,4184,Yes
5,3,275,5,2,1816,No
7,4,284,4,3,1751,Yes
6,5,301,5,7,1209,Yes
4,4,242,2,6,5866,No
4,2,175,6,5,5445,Yes
4,1,263,5,62,2292,Yes
4,1,220,3,4,4314,No
4,1,232,5,6,1247,No
4,2,184,3,63,3609,Yes
2,1,187,3,3,5922,No
4,3,176,2,6,5149,Yes
6,2,283,2,18,3077,Yes
5,2,239,5,6,1365,Yes
3,1,232,2,3,4562,Yes
5,1,237,5,2,1429,Yes
4,1,267,2,9,5230,Yes
4,2,273,5,8,2000,No
5,2,197,4,4,4339,Yes
3,3,266,7,2,5671,Yes
4,1,257,4,5,5875,Yes
3,1,200,2,5,4884,No
3,2,257,3,6,3620,Yes
5,5,268,3,8,5480,No
3,2,160,3,6,4808,Yes
2,5,273,2,5,4236,No
4,3,230,3,62,2236,Yes
5,1,126,5,2,5659,Yes
5,5,239,3,18,2495,Yes
4,4,174,2,11,1577,Yes
3,4,160,3,10,4602,No
4,1,235,3,22,3695,Yes
3,2,250,5,36,2717,Yes
5,2,225,3,1,2049,Yes
4,5,234,3,10,4204,Yes
5,3,245,5,2,1937,No
3,1,231,3,33,2755,Yes
4,4,261,5,2,1690,Yes
5,1,240,5,10,1373,Yes
3,2,150,10,6,5580,No
5,5,153,5,10,5297,No
4,1,228,5,6,1874,No
6,4,292,4,7,1094,Yes
2,2,158,3,28,1968,Yes
4,4,233,3,5,5421,No
3,2,100,4,10,5163,No
5,4,147,6,21,1145,Yes
5,3,256,5,5,1080,Yes
4,1,177,2,2,5911,No
3,1,141,2,4,1297,Yes
4,5,238,3,9,1724,Yes
5,2,268,3,19,2526,Yes
5,3,142,4,4,5116,Yes
2,2,146,3,1,1162,Yes
4,2,262,3,4,5085,No
7,2,281,4,2,1291,No
3,3,264,2,2,4350,No
3,1,257,2,37,3517,Yes
3,5,197,3,3,5658,No
4,1,180,2,23,1193,Yes
3,1,254,2,56,3463,Yes
3,1,224,3,1,4862,Yes
4,5,196,4,10,1694,Yes
4,3,264,2,38,3877,Yes
3,5,271,3,9,5328,No
6,5,281,4,5,1484,No
5,3,168,3,2,5986,Yes
3,5,268,2,5,1707,No
3,3,204,3,6,5296,Yes
3,4,214,2,10,4794,No
6,3,270,3,56,3251,Yes
5,1,258,3,3,4908,No
3,4,195,7,9,5829,No
3,1,220,4,7,5894,Yes
5,1,266,3,8,4786,Yes
4,2,187,3,5,4897,Yes
4,5,203,2,20,2421,Yes
3,5,162,3,1,4480,No
6,4,286,4,8,1690,Yes
3,4,158,2,7,4744,No
5,5,263,5,10,1789,Yes
4,4,190,2,2,4460,No
3,1,150,2,46,1431,Yes
6,2,263,4,8,1635,No
5,4,243,5,2,1637,No
3,2,268,3,30,2867,Yes
4,4,154,3,4,5393,Yes
7,5,308,5,6,1154,No
6,5,278,4,6,1140,No
3,4,209,3,37,3650,Yes
3,3,135,3,56,1490,Yes
4,1,199,2,46,3371,Yes
4,3,258,3,58,2579,Yes
5,4,250,6,1,4343,No
3,3,202,4,9,4917,No
4,5,212,2,10,4552,No
3,4,221,3,1,4518,Yes
3,4,167,3,52,1755,Yes
4,1,265,6,9,1753,Yes
6,4,300,4,7,1607,No
7,3,305,4,3,1872,No
4,5,228,5,4,1618,No
3,2,244,8,50,3562,Yes
5,4,184,5,5,4782,No
5,1,219,3,14,2447,Yes
3,4,245,3,7,5429,No
2,3,192,2,31,2621,Yes
4,4,234,2,8,5744,No
3,1,173,2,10,4115,Yes
6,2,304,4,2,1256,Yes
4,1,193,3,9,5354,No
4,3,144,3,7,5496,No
6,3,245,4,2,1158,Yes
2,2,98,5,10,4368,No
3,1,246,3,10,4707,Yes
5,1,179,3,7,5814,No
3,5,269,8,8,4462,No
4,2,145,3,7,5823,No
3,4,234,2,52,3543,Yes
3,1,164,2,39,1532,Yes
3,1,174,6,4,4910,Yes
4,1,184,7,6,4956,No
5,1,276,5,5,1358,Yes
5,5,210,3,8,5906,Yes
3,3,207,7,19,2182,Yes
4,1,201,6,8,5529,No
4,2,184,3,3,1705,Yes
3,5,196,3,4,4569,No
4,2,255,5,2,1186,Yes
2,2,155,3,1,5154,No
4,4,181,4,4,5767,No
3,3,153,2,39,1328,Yes
4,2,217,6,3,1732,Yes
3,2,264,3,5,3861,Yes
4,4,212,3,21,3307,Yes
5,4,157,4,65,1951,Yes
5,1,155,2,40,1024,Yes
6,3,244,4,5,1108,Yes
2,5,255,4,36,2093,Yes
2,3,158,3,13,1245,Yes
3,2,209,2,9,5203,No
5,1,182,3,8,3580,Yes
4,3,247,4,16,2362,Yes
5,4,157,4,9,4840,No
4,5,134,3,3,5000,Yes
6,5,304,4,8,1755,Yes
4,3,226,3,1,5433,Yes
4,5,178,3,23,1695,Yes
3,1,176,3,7,4276,No
3,5,228,4,57,2243,Yes
4,1,238,2,3,2241,Yes
3,1,196,3,64,2911,Yes
3,2,167,2,3,4722,Yes
3,3,217,3,6,4887,No
4,1,162,6,1,5525,Yes
5,1,262,5,5,1916,Yes
5,2,227,6,6,1620,No
4,1,225,2,4,4102,No
4,4,144,8,6,4390,Yes
3,2,209,2,24,2748,Yes
3,1,227,3,10,4305,Yes
4,2,142,2,5,4062,No
7,2,300,4,3,1070,Yes
5,2,272,3,5,4972,No
4,1,271,5,3,1328,No
4,3,197,3,20,3617,Yes
3,3,200,3,3,5739,No
4,3,275,5,2,4622,Yes
7,3,281,4,4,1480,No
3,3,275,4,6,4687,Yes
4,2,196,5,5,4994,No
6,4,279,4,5,1241,No
4,4,221,4,2,5595,Yes
3,5,149,3,9,5412,No
5,5,257,5,6,1101,No
3,5,175,2,40,1460,Yes
3,4,243,2,14,3693,Yes
4,5,216,2,59,3088,Yes
6,2,287,4,7,1837,Yes
2,1,181,4,2,4747,No
4,1,251,4,33,2906,Yes
5,4,269,2,2,5962,No
5,3,169,3,9,4289,Yes
2,1,142,3,8,6064,Yes
4,2,231,3,3,5112,No
4,4,212,4,2,3830,Yes
4,2,246,3,1,5113,No
5,1,267,5,10,1505,No
3,4,261,2,1,3398,Yes
3,4,188,4,2,1059,Yes
5,1,266,5,2,1798,No
4,1,194,2,3,5503,No
5,5,249,5,5,1662,Yes
3,3,165,3,35,1459,Yes
5,3,202,4,6,5107,No
4,3,206,3,58,2135,Yes
3,5,170,7,7,4373,Yes
4,5,201,3,10,4530,Yes
3,1,257,2,6,4897,Yes
4,1,184,3,47,3081,Yes
6,3,218,6,5,4352,Yes
5,2,241,2,2,5448,No
3,3,154,2,57,1096,Yes
4,5,233,4,44,2551,Yes
3,3,205,3,10,5714,No
3,1,233,3,7,4874,No
5,5,258,5,10,1719,Yes
3,1,183,3,19,3018,Yes
5,2,205,3,2,4270,No
7,3,272,4,2,1754,No
4,4,185,3,6,4238,Yes
5,1,193,4,10,5280,No
4,1,170,2,5,5182,No
6,1,279,4,4,1263,Yes
3,3,267,2,18,2435,Yes
3,1,145,4,58,1751,Yes
3,3,249,2,9,4034,Yes
4,2,266,3,2,5252,Yes
4,2,222,3,4,5919,No
3,4,189,3,2,5464,No
7,1,280,5,10,1199,Yes
6,3,217,6,3,4209,No
6,3,292,4,8,1925,No
3,3,141,2,48,1758,Yes
2,1,168,3,7,4008,No
4,3,180,4,14,1686,Yes
3,5,144,3,9,5912,No
4,2,162,6,4,4094,No
5,2,159,3,5,4930,No
4,3,229,2,8,5868,No
4,4,150,2,3,1285,Yes
4,3,142,3,35,1512,Yes
5,3,186,4,11,3676,Yes
4,3,245,3,8,4826,No
4,3,149,3,3,4781,Yes
4,5,198,7,9,4249,Yes
3,4,172,2,5,4647,No
2,3,170,8,61,1240,Yes
3,5,103,3,3,1403,Yes
5,5,259,5,9,1624,No
3,5,154,2,6,4675,Yes
4,3,262,2,10,5524,Yes
3,2,172,3,8,4982,Yes
5,3,240,5,6,1489,No
6,4,272,4,10,1171,Yes
5,1,193,6,4,5964,No
6,5,308,4,8,1569,Yes
7,5,296,4,2,1823,Yes
2,1,138,2,8,4932,Yes
4,1,146,8,7,4576,No
3,5,179,2,17,1364,Yes
3,1,135,3,38,1829,Yes
5,1,307,4,8,1511,Yes
3,3,183,2,3,5189,No
4,1,135,4,5,5934,No
5,3,237,5,2,1869,Yes
3,5,222,2,9,1321,No
5,4,135,2,5,5834,No
3,3,232,2,5,4255,Yes
4,2,260,2,7,5684,No
3,1,132,4,58,1067,Yes
4,3,181,4,8,5106,No
4,4,207,3,1,4019,No
6,5,210,5,37,3236,Yes
5,2,146,3,5,4725,No
5,5,232,3,3,5718,Yes
3,2,264,4,32,2754,Yes
3,2,214,2,7,1693,No
3,1,176,2,45,1470,Yes
5,3,210,5,9,5431,Yes
5,3,171,3,7,4946,No
7,5,282,5,8,1091,Yes
7,4,192,3,33,1694,Yes
3,1,272,2,51,2719,Yes
4,3,164,4,1,4257,No
3,1,268,4,10,5226,Yes
3,1,100,3,17,1129,Yes
3,3,162,2,9,4903,No
4,5,232,2,21,3128,Yes
5,3,208,3,35,3884,Yes
3,1,157,3,1,4391,No
4,5,237,5,4,4917,No
5,2,274,6,2,1748,Yes
3,4,163,3,7,5913,No
3,5,174,2,4,5692,No
3,3,148,5,61,1452,Yes
4,5,227,10,7,4403,No
3,1,270,4,47,3487,Yes
4,1,222,2,10,4714,Yes
4,4,265,3,10,4741,No
6,1,174,10,1,5784,Yes
6,4,296,4,5,1782,Yes
4,5,139,2,1,4606,No
4,3,256,2,3,4679,Yes
6,2,292,4,2,1565,No
4,2,219,4,8,5660,No
5,2,160,3,1,5834,No
6,2,305,4,8,1015,No
5,2,158,3,16,1499,Yes
7,1,291,4,1,1796,No
4,5,147,3,46,1469,Yes
6,2,271,5,14,2514,Yes
5,3,243,6,9,5640,No
3,4,186,3,4,5501,Yes
6,1,289,5,7,1223,No
3,4,172,6,1,4618,No
3,5,176,3,1,1982,Yes
5,1,277,4,2,5496,No
5,4,179,6,1,5433,No
5,1,135,3,10,5301,Yes
6,1,217,4,3,5571,No
4,3,166,4,1,4536,No
5,2,111,4,7,4424,No
5,3,135,3,4,5858,No
5,3,204,3,10,5610,Yes
4,4,144,3,6,4137,Yes
4,5,221,10,9,4646,No
3,2,108,4,5,4787,No
4,3,236,4,1,5783,Yes
3,4,271,4,16,2693,Yes
5,2,244,5,10,1699,No
3,4,156,3,7,4636,No
5,2,265,3,8,5447,Yes
3,4,242,5,5,2307,Yes
4,3,178,3,6,4576,No
3,3,206,2,62,3558,Yes
3,5,226,3,55,2465,Yes
5,4,223,3,7,5738,No
4,2,276,6,36,2843,Yes
4,2,246,4,7,5056,Yes
4,1,253,3,31,3632,Yes
5,5,156,4,5,5987,Yes
4,2,185,3,1,5338,No
5,4,228,4,7,5913,No
4,5,242,4,35,3215,Yes
4,3,143,3,3,5062,Yes
5,2,265,3,10,4347,Yes
5,2,140,5,2,1521,No
4,2,273,3,2,5712,No
4,4,209,3,52,2740,Yes
6,3,247,6,3,4582,No
5,5,237,5,9,1709,No
6,2,191,5,1,4314,No
3,1,105,3,58,1304,Yes
4,3,210,3,3,2742,Yes
4,4,280,3,5,5624,No
5,3,234,5,7,1691,Yes
3,5,236,3,1,5220,No
5,3,150,2,9,4446,No
6,4,290,4,10,1366,No
3,5,148,10,35,1597,Yes
3,3,141,3,7,4954,Yes
7,1,296,4,4,1446,No
3,4,164,3,55,1293,Yes
5,4,256,3,43,3658,Yes
4,4,251,6,4,1869,No
3,2,158,2,9,4881,No
3,2,250,3,6,4636,No
3,2,169,2,6,4033,No
3,1,201,3,8,4315,No
3,2,192,3,1,4308,Yes
4,5,141,2,10,5907,Yes
6,2,236,4,61,3140,Yes
5,4,151,5,1,4122,No
3,4,257,3,56,2941,Yes
4,3,196,2,4,4203,Yes
5,3,246,2,1,4533,No
3,4,187,2,54,3290,Yes
3,3,218,2,9,2069,Yes
4,2,157,2,15,1724,Yes
3,2,207,2,9,4671,No
5,1,250,3,8,5845,No
7,5,254,4,6,1491,Yes
6,3,280,4,2,1753,No
3,4,155,4,54,1885,Yes
5,1,153,2,7,4944,Yes
4,1,232,5,8,1943,No
4,4,207,2,35,2596,Yes
3,5,216,3,2,4242,No
4,5,167,4,3,4658,No
4,3,191,4,15,2544,Yes
5,1,186,4,5,5239,No
3,2,209,5,12,3054,Yes
6,1,264,4,5,1900,No
3,1,150,3,43,1831,Yes
6,5,264,4,9,1922,Yes
5,1,136,3,19,1420,Yes
6,3,271,4,1,1733,No
2,4,248,3,7,4142,No
5,1,242,5,8,1382,Yes
5,3,156,2,1,1147,Yes
3,5,199,4,7,4520,No
3,1,187,2,56,3774,Yes
3,5,188,4,3,4033,No
6,3,276,4,6,1670,Yes
4,4,218,4,10,4967,No
3,4,145,3,4,5361,Yes
3,5,182,4,6,1272,Yes
5,4,236,5,6,1829,Yes
4,5,152,3,5,5191,No
2,2,167,2,3,5894,Yes
3,2,144,3,9,4428,Yes
5,1,262,5,1,1488,Yes
3,3,246,4,3,4316,No
3,3,227,2,24,2749,Yes
5,5,262,5,6,1887,Yes
4,4,273,3,3,5749,Yes
3,3,238,3,54,2860,Yes
6,4,306,4,8,1465,No
4,5,274,5,7,1225,No
3,3,190,10,4,3062,Yes
4,2,250,3,5,4488,Yes
4,3,183,2,8,5690,Yes
3,5,129,3,52,1513,Yes
5,2,257,3,2,4677,Yes
5,1,198,5,49,3187,Yes
4,1,227,3,8,4795,No
3,4,166,3,43,1095,Yes
6,4,271,3,7,5192,Yes
3,4,225,4,8,5209,No
3,3,166,2,8,5871,No
4,5,206,3,65,2598,Yes
4,2,244,3,3,4103,No
5,3,220,3,37,2294,Yes
4,4,258,3,8,5324,Yes
5,4,189,5,3,3301,Yes
4,2,196,3,1,5172,Yes
3,3,133,6,10,1686,Yes
5,3,144,6,35,1009,Yes
5,2,238,2,5,5703,No
4,1,219,3,5,5632,No
5,2,146,3,7,4524,Yes
3,3,142,3,7,4439,No
5,2,202,3,34,3885,Yes
4,5,152,7,9,4224,No
3,1,119,2,10,4146,Yes
6,5,260,4,2,1221,No
5,4,234,2,61,3084,Yes
6,2,251,4,6,1864,No
6,1,260,4,9,1698,Yes
6,2,153,5,1,4597,Yes
3,4,271,2,6,4218,No
6,3,281,3,11,2135,Yes
6,2,142,3,54,1332,Yes
6,3,292,4,8,1434,No
4,3,207,4,5,5008,Yes
4,5,199,4,1,5585,Yes
3,2,177,4,3,4199,Yes
4,1,214,5,51,2669,Yes
5,4,153,6,35,1082,Yes
5,5,189,4,16,3564,Yes
4,3,213,3,6,5447,No
3,4,180,7,4,4408,No
5,4,279,2,1,3933,Yes
5,1,253,2,3,5159,Yes
2,4,160,3,50,1030,Yes
3,2,177,2,23,1929,Yes
4,2,169,2,22,1322,Yes
4,3,171,6,9,1909,Yes
5,1,184,4,38,2232,Yes
3,1,187,2,10,5064,Yes
2,3,126,4,3,1364,Yes
4,1,253,5,2,1362,No
5,5,243,6,9,1348,No
3,4,149,3,5,5467,No
5,5,105,4,6,5135,Yes
5,5,259,2,63,2583,Yes
5,5,104,4,9,5652,No
2,2,237,5,8,4461,No
4,5,266,3,5,3718,Yes
5,2,167,8,28,1921,Yes
5,1,234,5,8,1837,No
5,4,149,3,51,1645,Yes
3,1,221,3,1,4948,No
2,4,114,4,9,4452,Yes
3,2,227,3,6,5058,No
3,4,242,2,10,5559,Yes
4,4,275,5,5,1117,No
2,3,247,2,62,3127,Yes
4,4,216,2,4,5984,No
5,5,265,5,1,1568,No
5,2,225,3,29,2411,Yes
5,4,197,4,40,3303,Yes
4,3,134,2,2,4522,No
4,3,161,3,28,1809,Yes
5,3,256,2,3,4456,No
5,4,273,6,7,4058,Yes
3,2,225,3,3,5529,No
4,3,246,3,52,2440,Yes
4,2,231,5,8,1562,No
2,4,176,2,2,5138,No
4,5,244,3,49,3914,Yes
3,5,220,4,2,4313,No
3,3,165,4,2,4176,Yes
2,2,180,2,1,4407,No
4,1,242,2,2,5825,No
4,1,261,4,10,4632,No
3,2,201,4,10,5565,No
2,4,152,3,55,1498,Yes
3,5,221,2,6,5289,No
4,3,248,3,5,4781,Yes
4,1,177,3,6,5215,No
6,2,291,4,9,1241,Yes
3,1,209,3,20,3181,Yes
4,3,125,4,7,4203,Yes
5,1,256,2,1,5352,Yes
3,5,256,3,62,2971,Yes
4,2,156,3,1,4097,Yes
4,5,169,10,6,4385,No
6,3,248,4,6,1997,Yes
5,5,171,3,14,1554,Yes
3,5,192,4,7,4741,Yes
3,1,166,3,4,4716,No
5,3,156,3,58,1218,Yes
5,3,265,3,30,2293,Yes
4,2,195,5,9,5178,Yes
6,4,243,6,8,5218,No
5,5,133,3,21,1648,Yes
4,5,237,5,9,1978,Yes
7,5,255,4,7,1104,No
3,5,246,3,2,5556,Yes
3,2,207,3,3,4909,Yes
3,4,157,3,32,1370,Yes
3,1,162,8,10,5429,No
3,3,230,3,4,4018,Yes
3,5,190,3,9,4468,No
5,3,229,2,10,5149,No
4,2,176,3,12,1750,Yes
5,4,245,5,5,1293,Yes
4,5,261,2,3,4119,No
6,2,304,4,10,1983,Yes
2,3,263,4,9,5390,No
5,3,239,5,10,1784,No
5,5,235,5,10,1393,No
5,5,193,3,3,5037,No
5,2,237,5,6,1084,No
4,4,182,3,8,5453,Yes
4,1,161,2,21,1075,Yes
3,1,255,2,42,3459,Yes
3,5,268,2,10,5895,No
5,3,206,3,1,4645,No
6,5,308,4,7,1078,No
4,5,185,2,6,4610,No
6,3,298,4,1,1657,No
4,2,144,3,2,4264,No
4,1,262,6,1,1627,Yes
5,5,286,4,10,1071,Yes
3,4,203,2,15,2281,Yes
5,2,173,2,7,5836,No
4,3,185,3,10,2263,Yes
5,3,117,4,3,5078,No
3,4,272,3,44,2548,Yes
7,3,262,4,1,1384,Yes
5,2,233,4,9,5539,No
2,2,310,3,1,1549,Yes
3,5,206,4,10,4321,Yes
3,4,238,2,3,4723,No
2,3,263,3,10,4779,No
6,1,145,3,1,4346,Yes
4,5,194,2,44,2651,Yes
3,4,186,2,63,3447,Yes
4,5,143,8,38,1095,Yes
6,3,261,4,8,1397,Yes
4,5,260,3,59,3951,Yes
5,3,225,7,45,3162,Yes
3,5,183,3,2,3459,Yes
3,2,211,2,4,4978,Yes
3,3,237,2,8,5516,No
6,4,221,10,42,2972,Yes
5,3,185,2,2,5420,No
6,1,305,4,5,1588,No
6,4,201,4,8,5355,Yes
4,1,151,6,7,4387,No
3,5,133,3,7,4314,No
5,1,267,3,7,5789,Yes
4,3,212,4,28,2422,Yes
5,4,178,7,36,1179,Yes
3,5,218,4,4,5330,No
4,5,141,2,1,4395,Yes
3,1,269,3,47,3033,Yes
5,1,231,7,9,5558,No
6,5,256,4,5,1033,Yes
2,1,255,2,9,5936,Yes
3,4,209,2,5,4363,No
6,4,292,4,10,1321,Yes
4,5,226,5,8,1133,No
4,4,201,2,1,3147,Yes
3,1,187,2,6,5448,No
3,5,254,3,3,4072,No
3,2,268,2,20,2731,Yes
4,5,227,4,20,2217,Yes
4,2,136,4,9,5038,No
3,5,275,3,6,5148,No
4,5,215,3,21,3984,Yes
5,3,217,4,3,5718,Yes
6,1,163,4,3,4031,Yes
4,2,166,3,5,1610,Yes
3,1,180,2,10,4200,No
3,5,238,2,8,5769,No
5,2,196,3,4,4868,Yes
5,4,267,2,4,4053,No
6,1,172,6,50,1052,Yes
3,3,214,3,2,4964,Yes
3,2,155,3,1,5731,Yes
3,3,237,4,8,5761,No
4,5,251,5,7,1381,No
4,1,150,4,60,1024,Yes
3,1,132,3,5,5978,No
3,4,143,3,1,4392,Yes
4,3,242,2,2,5879,No
6,3,287,4,8,1850,Yes
4,3,136,4,10,5911,No
5,3,241,2,5,5666,No
6,2,268,4,7,1943,No
5,5,245,5,1,1924,Yes
4,2,107,2,8,4460,No
3,5,204,3,45,2513,Yes
6,5,161,4,20,1338,Yes
4,3,196,3,8,5541,No
3,4,167,3,50,1068,Yes
6,5,260,4,10,1799,No
2,2,133,3,5,1268,Yes
4,1,133,4,10,5258,No
6,4,241,6,61,2806,Yes
4,1,154,4,1,5480,No
5,4,187,4,1,4147,No
6,4,257,4,4,1451,No
3,5,270,2,46,2716,Yes
4,5,150,3,5,4512,No
5,5,251,2,3,4741,Yes
3,1,251,3,4,5291,No
3,4,262,2,15,3287,Yes
3,5,221,3,8,4523,No
2,5,185,3,9,5810,No
4,2,248,6,1,1415,Yes
6,3,262,5,9,1053,No
4,4,187,3,6,4567,No
3,1,155,3,49,1203,Yes
4,1,269,3,7,5211,Yes
3,1,160,3,4,5132,No
5,1,190,2,9,5226,No
4,5,217,3,3,5380,Yes
3,5,205,4,2,5294,No
4,3,217,3,7,4723,Yes
3,1,102,3,9,4459,Yes
5,1,275,5,6,1156,Yes
4,2,258,5,8,1878,No
3,4,174,2,51,1430,Yes
3,4,190,4,7,5963,Yes
3,5,138,3,37,1266,Yes
3,4,113,3,1,5765,Yes
4,3,157,3,9,4990,No
4,3,249,5,3,1012,Yes
3,4,144,3,56,1496,Yes
3,3,159,4,9,4214,No
5,4,215,2,34,2713,Yes
3,3,199,2,4,3553,Yes
