Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedOnTime
F,Ship,4,2,248,3,low,M,2,5028,Yes
A,Ship,4,3,228,3,medium,F,1,5408,Yes
B,Ship,4,4,149,2,medium,F,2,5881,No
C,Ship,3,5,206,3,medium,F,9,5751,No
F,Ship,3,1,204,3,medium,M,4,4619,Yes
D,Ship,5,3,222,4,medium,M,2,4060,No
F,Ship,3,5,248,2,medium,M,1,4108,Yes
A,Ship,3,3,225,3,medium,F,7,4961,Yes
B,Ship,3,2,244,2,high,F,9,4142,No
C,Ship,2,3,184,4,medium,M,3,4719,No
F,Ship,4,5,223,3,low,M,9,5649,Yes
D,Ship,4,2,133,6,medium,F,9,4879,No
F,Ship,4,3,164,4,medium,M,1,4257,No
A,Ship,3,5,222,4,medium,F,9,4247,No
B,Ship,2,1,198,2,low,M,8,4323,No
C,Ship,5,5,198,3,low,F,5,4754,Yes
F,Ship,5,1,193,6,medium,F,4,5964,No
D,Ship,5,1,149,3,low,F,9,5173,Yes
F,Ship,4,4,265,4,medium,F,6,4607,Yes
A,Ship,3,3,187,2,low,F,7,4859,No
B,Ship,4,5,198,2,medium,F,9,4108,No
C,Ship,3,4,177,3,medium,F,1,4965,No
F,Ship,5,3,255,4,low,F,5,5870,No
D,Ship,3,2,141,2,medium,F,7,5231,No
F,Ship,3,2,180,2,medium,F,4,4758,Yes
A,Ship,3,4,254,3,high,M,4,5830,Yes
B,Ship,2,3,211,2,medium,M,2,4611,No
C,Ship,3,4,238,2,medium,M,7,5974,No
F,Ship,4,4,239,3,medium,M,6,5632,No
D,Ship,4,3,175,2,medium,M,3,4961,Yes
F,Ship,5,2,238,2,low,M,5,5703,No
A,Ship,6,4,268,4,medium,M,5,4126,Yes
B,Ship,4,5,142,2,medium,M,10,5428,Yes
C,Ship,3,2,186,2,medium,M,3,5712,No
F,Ship,4,3,154,3,medium,F,4,4867,Yes
D,Ship,4,4,229,2,low,F,9,5672,Yes
F,Ship,3,4,264,3,low,M,8,4575,Yes
A,Ship,4,3,196,3,medium,F,8,5541,No
B,Ship,5,2,169,2,medium,M,4,6000,Yes
C,Ship,3,5,168,3,low,M,8,5877,No
F,Road,3,4,226,2,high,F,8,5793,No
D,Road,5,4,189,2,low,F,4,5575,Yes
F,Road,4,4,183,2,low,F,7,4572,Yes
A,Road,3,1,228,2,low,F,7,4977,No
B,Road,3,2,260,2,low,M,7,5553,Yes
C,Road,4,2,112,2,medium,F,8,4599,No
F,Road,5,5,221,3,medium,M,9,5295,No
D,Road,4,5,258,3,low,M,8,4046,Yes
F,Road,4,2,133,3,medium,F,5,5950,No
A,Road,3,1,139,3,low,F,4,4666,No
B,Road,5,1,251,4,medium,M,10,5931,No
C,Road,5,1,258,3,high,M,3,4908,No
F,Road,4,2,229,2,medium,F,7,4855,Yes
D,Road,6,4,220,4,low,M,5,5465,Yes
F,Road,5,3,160,3,low,F,10,4416,Yes
A,Road,3,1,154,3,medium,M,4,4631,No
B,Road,5,3,197,5,low,F,1,5581,No
C,Road,4,4,141,3,low,M,10,4289,No
F,Road,3,2,199,2,medium,F,7,5531,Yes
D,Road,4,3,187,6,low,F,9,5872,No
F,Road,3,4,136,3,medium,M,6,4631,No
A,Road,3,4,232,5,medium,M,9,5759,No
B,Flight,3,2,257,2,low,F,9,5085,Yes
C,Flight,4,1,156,2,medium,M,4,5225,No
F,Flight,3,5,179,3,low,M,2,4913,No
D,Flight,5,5,182,3,low,F,9,5388,No
F,Flight,4,4,209,6,low,F,7,4852,No
A,Flight,5,5,137,3,medium,F,5,4814,No
B,Flight,5,2,174,5,medium,M,8,4656,No
C,Flight,3,4,251,3,medium,M,5,5608,Yes
F,Flight,5,4,220,2,medium,M,8,5073,No
D,Flight,3,3,196,4,low,F,9,5631,Yes
F,Flight,3,1,162,3,medium,F,10,5726,No
A,Flight,4,2,242,2,medium,F,8,5243,Yes
B,Flight,4,3,226,3,medium,M,10,5305,No
C,Flight,3,1,101,3,medium,M,7,4275,Yes
F,Flight,5,2,226,3,medium,F,1,5451,No
D,Flight,5,3,280,6,high,M,5,4585,No
F,Flight,4,2,257,2,high,M,3,4108,Yes
A,Flight,5,5,185,5,low,M,5,4078,No
B,Flight,3,2,199,3,low,F,8,5431,No
C,Flight,3,2,273,3,high,M,8,5754,Yes
F,Flight,4,5,229,4,medium,F,6,4157,No
D,Flight,3,3,199,3,medium,F,1,4006,Yes
F,Ship,3,1,151,3,low,F,7,4072,No
A,Ship,5,1,213,2,high,F,10,5607,Yes
B,Ship,3,4,151,3,medium,F,3,4938,No
C,Ship,4,2,212,3,low,M,5,5413,No
F,Ship,4,3,175,3,low,F,9,4840,Yes
D,Ship,3,3,182,4,low,F,2,4746,Yes
F,Ship,5,2,211,2,medium,F,2,5077,No
A,Ship,3,1,160,3,medium,F,5,5524,No
B,Ship,3,5,268,2,medium,F,10,5895,No
C,Ship,3,5,188,4,medium,M,3,4033,No
F,Ship,3,2,234,3,medium,M,5,4757,Yes
D,Ship,5,1,151,4,low,M,5,4549,No
F,Ship,3,3,150,2,medium,M,9,4100,No
A,Ship,3,5,268,3,low,F,6,4172,Yes
B,Ship,2,4,248,3,low,F,7,4142,No
C,Ship,3,3,232,2,medium,F,8,5544,Yes
F,Ship,5,2,164,3,medium,F,6,4302,No
D,Ship,3,3,211,3,medium,M,3,5379,Yes
F,Ship,3,5,195,2,medium,F,9,5832,No
A,Ship,4,5,208,2,low,F,4,5831,No
B,Ship,3,1,176,2,medium,F,4,5726,No
C,Ship,5,2,258,3,medium,F,8,4921,No
F,Ship,4,4,224,3,medium,F,1,4231,No
D,Ship,4,4,263,3,medium,M,1,5283,Yes
F,Ship,3,1,203,10,medium,F,7,5917,Yes
A,Ship,4,4,266,7,medium,F,10,5901,No
B,Ship,6,1,189,3,medium,F,9,5316,No
C,Ship,3,1,242,8,medium,F,8,5401,No
F,Ship,4,2,265,4,medium,F,3,4120,Yes
D,Ship,3,2,138,10,low,M,1,5721,Yes
F,Ship,4,4,268,3,low,F,9,4118,Yes
A,Ship,4,3,211,7,high,M,9,5652,Yes
B,Ship,6,3,137,8,low,F,6,5992,Yes
C,Ship,4,5,234,5,low,F,2,1087,Yes
F,Ship,5,4,242,5,low,M,1,1571,Yes
D,Ship,7,2,307,4,low,M,8,1551,No
F,Ship,6,1,260,4,low,F,6,1766,No
A,Ship,4,4,239,5,low,F,6,1239,No
B,Ship,6,2,305,4,low,F,9,1567,No
C,Ship,5,2,254,6,low,M,5,1885,No
F,Ship,2,1,258,5,low,M,10,1221,Yes
D,Ship,5,3,267,6,low,F,8,1421,Yes
F,Ship,4,3,246,5,low,M,7,1134,No
A,Ship,4,3,246,5,low,F,1,1673,Yes
B,Ship,4,4,261,5,medium,F,2,1690,Yes
C,Ship,5,5,239,5,low,M,6,1887,Yes
F,Ship,5,5,245,5,low,M,5,1381,Yes
D,Ship,5,1,237,5,medium,F,8,1150,Yes
F,Ship,7,3,307,4,low,F,1,1589,Yes
A,Ship,5,4,252,5,low,M,2,1847,Yes
B,Ship,5,2,225,5,low,M,5,1015,No
C,Ship,6,4,258,4,low,M,9,1104,No
F,Ship,7,5,254,4,medium,F,6,1491,Yes
D,Ship,5,1,232,5,low,M,6,1427,No
F,Ship,7,1,255,4,medium,F,8,1088,Yes
A,Ship,5,3,235,5,low,M,4,1990,No
B,Ship,7,1,269,4,medium,M,4,1118,Yes
C,Ship,3,1,211,3,medium,M,1,4889,Yes
F,Ship,3,4,195,2,medium,F,10,4031,No
D,Ship,4,5,208,2,low,M,1,4039,No
F,Ship,3,5,176,2,medium,F,8,5597,Yes
A,Ship,5,1,258,3,medium,F,8,5694,No
B,Ship,4,3,224,3,medium,F,6,5054,Yes
C,Ship,4,3,263,3,medium,M,3,4677,No
F,Ship,3,5,203,10,medium,F,1,4996,No
D,Ship,4,4,266,7,medium,M,3,5672,Yes
F,Ship,6,3,189,3,medium,F,3,5062,No
A,Ship,3,1,242,8,medium,M,4,4943,No
B,Ship,4,2,265,4,medium,F,10,4575,Yes
C,Ship,3,1,138,10,low,F,4,4496,Yes
F,Ship,4,3,268,3,low,F,10,5998,No
D,Ship,4,1,211,7,high,M,4,4476,Yes
F,Ship,6,4,137,8,low,F,9,4374,Yes
A,Ship,4,5,234,5,low,F,3,1469,Yes
B,Ship,5,1,242,5,low,F,8,1815,No
C,Ship,7,1,307,4,low,M,4,1371,Yes
F,Ship,6,3,260,4,low,F,1,1775,No
D,Ship,4,5,239,5,low,M,6,1336,No
F,Ship,6,2,305,4,low,M,2,1196,No
A,Ship,5,1,254,6,low,M,1,1021,No
B,Ship,2,3,258,5,low,F,6,1727,No
C,Ship,5,1,267,6,low,M,3,1803,No
F,Ship,4,5,246,5,low,F,2,1024,Yes
D,Ship,4,3,246,5,low,M,5,1395,No
F,Ship,4,4,261,5,medium,F,2,1829,No
A,Ship,5,3,239,5,low,M,10,1784,No
B,Ship,5,5,245,5,low,M,10,1289,Yes
C,Ship,5,3,237,5,medium,F,4,1567,No
F,Ship,7,1,307,4,low,M,2,1983,No
D,Ship,5,1,252,5,low,M,4,1308,No
F,Ship,5,4,225,5,low,F,6,2000,No
A,Ship,6,3,281,4,medium,F,8,1884,No
B,Ship,6,5,269,4,medium,F,7,1249,Yes
C,Road,4,1,271,5,medium,F,3,1328,No
F,Road,5,2,239,5,medium,F,6,1310,Yes
D,Road,7,5,308,4,medium,M,1,1477,Yes
F,Road,6,1,256,4,low,F,7,1372,Yes
A,Road,4,5,251,5,medium,F,7,1070,Yes
B,Road,5,3,270,5,medium,M,9,1764,Yes
C,Road,6,4,289,4,low,F,1,1656,No
F,Road,6,4,253,4,medium,F,6,1961,No
D,Road,7,3,305,4,medium,F,5,1198,No
F,Road,3,4,219,6,low,F,2,1837,No
A,Road,4,1,231,5,medium,F,10,1144,No
B,Road,6,4,298,4,medium,F,8,1437,Yes
C,Road,6,5,282,4,low,M,4,1035,No
F,Road,5,3,240,5,low,M,4,1389,No
D,Road,5,2,223,5,medium,F,6,1883,No
F,Road,4,1,226,5,low,M,9,1530,No
A,Road,5,5,253,5,low,F,4,1482,No
B,Road,6,4,249,4,low,M,2,1516,No
C,Road,6,4,294,4,medium,M,5,1174,No
F,Road,5,1,225,5,low,M,2,1812,No
D,Road,6,5,253,4,low,M,2,1893,Yes
F,Road,5,1,236,5,medium,M,10,1961,No
A,Flight,7,2,284,4,low,F,1,1085,Yes
B,Flight,5,2,244,5,low,M,1,1875,Yes
C,Flight,6,3,269,4,low,F,4,1948,Yes
F,Flight,6,5,308,4,low,F,7,1078,No
D,Flight,6,4,270,4,low,F,10,1698,No
F,Flight,5,3,238,5,low,M,1,1871,Yes
A,Flight,4,5,295,3,low,F,2,1693,No
B,Flight,2,2,310,3,low,M,1,1549,Yes
C,Flight,6,2,290,4,medium,M,1,1111,No
F,Flight,7,2,288,4,high,M,4,1321,No
D,Flight,6,5,299,4,low,M,2,1192,No
F,Flight,6,5,243,4,low,F,6,1898,Yes
A,Flight,5,3,229,5,low,F,1,1196,No
B,Flight,6,2,288,4,medium,M,9,1405,Yes
C,Flight,6,3,276,4,low,M,6,1670,Yes
F,Flight,7,4,270,4,medium,F,5,1735,No
D,Flight,4,3,246,5,medium,M,10,1646,Yes
F,Flight,5,5,269,5,low,M,5,1742,No
A,Flight,5,3,241,5,low,F,2,1834,Yes
B,Flight,4,4,248,5,medium,M,2,1651,No
C,Flight,6,2,271,4,medium,M,3,1636,No
F,Flight,4,5,250,5,medium,M,6,1662,No
D,Ship,5,5,229,5,medium,M,2,1975,Yes
F,Ship,7,3,296,4,low,M,4,1392,No
A,Ship,6,1,307,4,low,F,3,1977,No
B,Ship,7,1,258,4,low,F,3,1482,No
C,Ship,6,2,255,4,medium,F,3,1355,No
F,Ship,5,3,163,3,medium,M,1,1836,No
D,Ship,5,5,265,6,low,M,4,1937,Yes
F,Ship,4,3,269,5,low,M,2,1273,Yes
A,Ship,6,3,273,5,low,M,8,1746,Yes
B,Ship,5,5,257,5,low,M,5,1657,No
C,Ship,6,3,258,4,medium,M,9,1924,No
F,Ship,5,3,140,5,medium,F,6,1823,No
D,Ship,5,2,268,5,medium,F,2,1061,Yes
F,Ship,6,4,279,4,low,F,5,1241,No
A,Ship,4,3,225,5,medium,M,3,1224,No
B,Ship,6,4,296,4,medium,M,5,1782,Yes
C,Ship,5,3,162,4,low,F,6,1968,No
F,Ship,4,3,208,3,medium,F,7,4525,Yes
D,Ship,4,2,185,2,medium,F,3,5356,No
F,Ship,4,4,270,2,medium,F,6,5221,No
A,Ship,3,1,266,3,low,F,8,4574,No
B,Ship,4,5,148,2,low,M,2,4883,Yes
C,Ship,4,5,201,3,low,F,1,5898,Yes
F,Ship,4,1,171,2,medium,F,1,5717,No
D,Ship,4,3,236,3,low,M,1,4752,No
F,Ship,4,4,220,3,low,F,4,5622,No
A,Ship,4,2,161,4,low,F,9,4713,Yes
B,Ship,5,1,241,3,low,M,7,5342,No
C,Ship,5,4,208,2,low,M,9,4569,No
F,Ship,6,5,150,3,medium,M,3,5747,No
D,Ship,4,3,233,2,medium,F,3,4748,No
F,Ship,2,2,98,5,medium,M,10,4368,No
A,Ship,3,2,271,5,low,M,5,4880,No
B,Ship,2,2,247,3,low,F,4,4686,Yes
C,Ship,3,5,218,4,low,M,4,5330,No
F,Ship,5,3,182,4,medium,M,5,4770,Yes
D,Ship,4,2,261,2,medium,F,4,5926,Yes
F,Ship,5,1,167,3,low,M,9,4660,No
A,Ship,3,3,206,3,low,F,3,5746,Yes
B,Ship,6,4,257,6,low,F,7,4265,No
C,Ship,4,3,185,5,low,F,9,5648,No
F,Ship,5,2,183,5,high,F,8,4820,No
D,Ship,5,1,185,3,medium,F,7,4855,Yes
F,Ship,3,5,178,3,low,F,7,4135,No
A,Ship,4,4,258,3,high,M,10,4958,Yes
B,Ship,4,1,238,4,medium,F,10,4860,No
C,Ship,3,2,209,2,low,M,9,5203,No
F,Ship,2,3,260,2,low,F,1,4547,No
D,Ship,4,5,247,2,medium,F,9,4656,No
F,Ship,3,3,261,3,low,M,2,5629,Yes
A,Ship,4,5,243,4,low,F,1,5328,No
B,Ship,5,1,160,4,medium,M,5,5841,No
C,Ship,5,2,203,2,medium,F,2,4712,Yes
F,Ship,3,5,220,4,low,F,5,5677,No
D,Ship,3,2,233,3,medium,M,7,5838,No
F,Ship,4,4,101,5,low,F,8,4192,No
A,Ship,5,4,191,4,low,M,8,4566,Yes
B,Ship,3,3,265,3,low,F,10,4093,Yes
C,Ship,4,3,249,3,low,M,4,4811,No
F,Ship,4,4,184,3,low,F,10,5705,Yes
D,Ship,5,5,182,3,medium,F,10,5060,No
F,Ship,5,5,198,2,high,M,3,5249,No
A,Ship,3,1,110,4,medium,F,6,5474,Yes
B,Ship,4,3,268,2,low,F,4,5280,Yes
C,Ship,4,3,146,3,medium,F,10,5372,No
F,Ship,5,2,235,2,low,F,10,4938,No
D,Ship,5,2,270,3,low,M,3,5266,Yes
F,Ship,4,4,174,2,low,F,1,4541,Yes
A,Ship,4,2,239,4,low,F,10,5528,Yes
B,Ship,3,4,236,4,high,F,9,4744,No
C,Ship,4,5,162,2,medium,F,9,5345,Yes
F,Ship,3,4,260,3,low,F,8,5215,No
D,Ship,3,1,217,3,low,F,1,4177,Yes
F,Ship,5,3,232,3,medium,M,3,4526,No
A,Ship,4,5,260,3,medium,F,6,4221,No
B,Ship,4,2,184,3,medium,F,5,5931,Yes
C,Ship,5,4,145,4,low,M,4,4790,No
F,Ship,5,1,189,2,medium,M,10,5248,No
D,Ship,5,3,150,2,high,F,9,4446,No
F,Ship,3,3,200,3,low,M,3,5739,No
A,Ship,5,1,133,2,medium,M,1,4643,No
B,Ship,4,2,260,3,low,M,4,5504,Yes
C,Ship,4,2,195,2,medium,M,10,4640,No
F,Ship,4,3,245,4,medium,M,4,5940,No
D,Ship,6,3,166,4,low,M,10,5783,Yes
F,Ship,3,5,245,4,low,M,8,5600,No
A,Ship,6,2,130,5,low,M,3,5654,No
B,Ship,3,5,204,4,low,M,6,4879,Yes
C,Ship,4,2,210,3,low,M,8,5672,Yes
F,Ship,3,5,264,4,medium,F,8,4324,No
D,Ship,5,2,141,2,medium,F,1,4287,No
F,Ship,3,5,162,3,medium,F,1,4432,No
A,Ship,4,5,137,2,low,M,6,4055,Yes
B,Road,4,3,141,2,low,F,8,4331,No
C,Road,6,3,127,3,medium,F,7,5574,Yes
F,Road,2,2,270,4,low,M,6,5585,No
D,Road,3,4,185,4,medium,F,6,5322,No
F,Road,4,1,241,3,low,M,6,5836,No
A,Road,3,2,124,5,medium,M,10,5348,No
B,Road,3,4,228,4,medium,M,6,4947,No
C,Road,5,4,140,3,medium,M,4,4623,No
F,Road,6,3,192,4,low,M,9,5239,Yes
D,Road,4,2,253,5,low,F,3,4676,Yes
F,Road,3,4,287,5,medium,F,9,5308,No
A,Road,3,4,162,5,low,F,1,4240,Yes
B,Road,3,4,156,3,low,M,4,4628,No
C,Road,4,3,187,4,low,M,4,4757,No
F,Road,6,3,171,3,low,F,1,4952,No
D,Road,6,2,240,6,low,M,3,5967,Yes
F,Road,3,3,250,4,medium,M,1,4717,No
A,Road,4,5,180,4,high,F,10,5176,Yes
B,Road,3,1,242,4,low,M,10,4809,Yes
C,Road,3,1,162,4,medium,F,4,5683,No
F,Road,5,5,210,3,medium,M,8,5906,Yes
D,Road,4,1,189,2,medium,M,4,4122,No
F,Flight,4,5,187,2,low,M,6,4316,Yes
A,Flight,4,1,179,2,medium,F,7,4605,No
B,Flight,2,1,199,2,low,F,10,5345,No
C,Flight,5,1,158,4,medium,F,4,5687,Yes
F,Flight,3,4,181,3,low,M,10,5276,Yes
D,Flight,3,5,238,2,low,F,8,5769,No
F,Flight,5,5,225,4,high,F,3,5274,Yes
A,Flight,5,1,172,2,medium,F,3,4892,No
B,Flight,4,2,199,3,low,M,4,4070,No
C,Flight,4,4,248,3,high,F,10,4532,No
F,Flight,3,2,226,3,low,F,5,5484,No
D,Flight,4,1,177,3,medium,F,6,5215,No
F,Flight,3,4,238,2,low,M,5,4349,Yes
A,Flight,4,5,161,3,low,F,5,4732,No
B,Flight,2,1,271,3,low,M,1,4537,No
C,Flight,5,2,254,3,medium,F,8,5892,Yes
F,Flight,4,2,238,2,low,M,1,5229,No
D,Flight,5,5,169,3,medium,M,2,5942,Yes
F,Flight,3,3,168,2,high,M,10,5334,Yes
A,Flight,2,5,243,3,high,M,7,4486,No
B,Flight,4,5,195,3,medium,M,7,4835,No
C,Flight,3,2,227,3,high,M,5,4167,Yes
F,Ship,3,2,199,3,medium,F,10,5768,Yes
D,Ship,3,2,160,3,low,F,7,4468,No
F,Ship,2,2,160,6,medium,F,9,4972,Yes
A,Ship,4,4,251,4,low,F,10,5984,No
B,Ship,6,2,225,4,low,M,6,5787,Yes
C,Ship,4,3,260,4,low,F,5,5307,No
F,Ship,4,2,263,3,medium,M,4,4935,Yes
D,Ship,5,5,196,3,medium,M,7,4084,Yes
F,Ship,4,2,184,2,medium,F,10,5959,No
A,Ship,5,5,231,2,medium,F,6,5862,No
B,Ship,3,1,153,2,low,M,7,5292,Yes
C,Ship,3,1,173,2,low,F,7,4684,No
F,Ship,3,1,159,3,low,F,3,5044,No
D,Ship,5,4,137,2,low,M,7,5338,Yes
F,Ship,3,1,249,2,medium,M,9,5987,Yes
A,Ship,3,5,247,3,medium,M,10,4286,Yes
B,Ship,3,2,205,3,high,M,3,4563,Yes
C,Ship,3,2,209,3,medium,M,5,4999,No
F,Ship,3,2,247,2,high,M,1,4242,No
D,Ship,4,3,225,2,medium,F,2,4169,Yes
F,Ship,3,5,150,10,low,M,2,5042,No
A,Ship,5,2,210,7,medium,F,4,4525,Yes
B,Ship,3,2,247,2,low,F,2,4677,No
C,Ship,5,5,167,3,medium,M,9,4319,Yes
F,Ship,4,5,233,3,medium,F,7,5604,Yes
D,Ship,2,5,204,10,low,F,1,4709,No
F,Ship,5,5,140,8,medium,M,2,4793,Yes
A,Ship,6,3,218,6,high,M,8,5879,No
B,Ship,3,3,250,3,low,M,9,4993,No
C,Ship,3,4,225,4,low,M,10,4460,Yes
F,Ship,7,1,308,4,medium,F,2,1504,No
D,Ship,6,5,256,4,low,F,2,1163,No
F,Ship,4,3,251,5,medium,M,2,1482,No
A,Ship,5,3,270,5,medium,F,8,1862,No
B,Ship,6,5,289,4,low,M,5,1600,Yes
C,Ship,6,3,253,4,medium,F,9,1823,No
F,Ship,7,2,305,4,medium,M,7,1813,No
D,Ship,3,3,219,6,low,M,10,1116,No
F,Ship,4,2,231,5,medium,M,8,1562,No
A,Ship,6,5,298,4,medium,F,5,1804,No
B,Ship,6,5,282,4,low,M,5,1364,Yes
C,Ship,5,1,240,5,low,M,2,1400,Yes
F,Ship,5,3,223,5,medium,M,4,1817,No
D,Ship,4,4,226,5,low,M,1,1761,No
F,Ship,5,3,253,5,low,M,6,1028,No
A,Ship,6,4,249,4,low,M,10,1318,No
B,Ship,6,5,294,4,medium,M,10,1628,Yes
C,Ship,4,4,263,3,medium,F,8,5475,No
F,Ship,5,2,196,3,medium,M,4,4868,Yes
D,Ship,4,5,184,2,medium,F,2,4429,No
F,Ship,5,4,231,2,medium,F,7,5491,Yes
A,Ship,3,1,153,2,low,M,6,4996,No
B,Ship,3,2,173,2,low,F,8,5492,No
C,Ship,3,1,159,3,low,M,10,4358,Yes
F,Ship,5,4,137,2,low,F,2,4077,Yes
D,Ship,3,1,249,2,medium,F,1,5190,Yes
F,Ship,3,4,247,3,medium,M,9,5383,No
A,Ship,3,3,205,3,high,M,1,5851,Yes
B,Ship,3,3,209,3,medium,F,5,5831,No
C,Ship,3,3,247,2,high,F,8,4593,Yes
F,Ship,4,1,225,2,medium,M,5,5714,Yes
D,Ship,3,2,150,10,low,F,6,5580,No
F,Ship,5,3,210,7,medium,F,4,4362,No
A,Ship,3,1,247,2,low,M,7,5557,No
B,Ship,5,5,167,3,medium,M,1,4314,No
C,Ship,4,5,233,3,medium,F,2,4501,No
F,Ship,2,4,204,10,low,F,4,4679,Yes
D,Ship,5,1,140,8,medium,M,7,5437,No
F,Ship,6,3,218,6,high,F,5,4352,Yes
A,Ship,3,1,250,3,low,F,7,4760,No
B,Ship,3,1,225,4,low,F,10,4080,Yes
C,Ship,7,5,308,4,medium,M,6,1165,No
F,Ship,6,3,256,4,low,F,9,1212,Yes
D,Ship,4,5,251,5,medium,F,7,1381,No
F,Ship,5,1,270,5,medium,M,10,1397,No
A,Ship,6,1,289,4,low,M,3,1181,Yes
B,Ship,6,5,253,4,medium,M,8,1899,Yes
C,Ship,7,3,305,4,medium,F,6,1167,No
F,Ship,3,5,219,6,low,M,1,1394,No
D,Ship,4,1,231,5,medium,M,6,1231,No
F,Ship,6,5,298,4,medium,F,8,1759,Yes
A,Ship,6,1,282,4,low,M,7,1758,No
B,Ship,5,3,240,5,low,M,6,1489,No
C,Ship,5,5,223,5,medium,M,8,1132,No
F,Ship,5,2,140,5,medium,M,2,1521,No
D,Ship,5,3,268,5,medium,M,5,1365,No
F,Ship,6,3,279,4,low,M,7,1090,Yes
A,Ship,4,3,225,5,medium,F,6,1573,No
B,Ship,6,3,296,4,medium,M,7,1515,No
C,Ship,5,5,162,4,low,M,8,1311,No
F,Ship,6,5,255,4,low,F,2,1218,Yes
D,Ship,7,5,255,4,low,F,9,1367,No
F,Ship,6,2,286,4,medium,M,6,1556,Yes
A,Road,7,2,267,4,medium,M,8,1285,No
B,Road,5,1,226,6,low,M,5,1078,No
C,Road,6,5,285,4,medium,F,5,1631,Yes
F,Road,6,3,276,4,low,F,5,1637,Yes
D,Road,6,2,257,4,low,F,5,1565,Yes
F,Road,6,4,287,4,medium,F,10,1811,Yes
A,Road,6,1,283,5,low,F,10,1304,Yes
B,Road,6,3,309,4,medium,M,2,1270,Yes
C,Road,4,3,274,5,low,F,3,1637,Yes
F,Road,7,4,244,4,medium,F,4,1953,Yes
D,Road,5,3,222,6,low,M,9,1656,No
F,Road,6,1,264,4,low,M,5,1900,No
A,Road,4,2,232,5,medium,M,3,1197,No
B,Road,5,2,227,6,medium,F,6,1620,No
C,Road,6,4,294,3,medium,M,7,1455,No
F,Road,6,4,260,4,low,F,1,1883,No
D,Road,4,3,260,5,low,F,8,1756,No
F,Road,6,1,277,5,low,F,2,1190,Yes
A,Road,5,3,257,5,low,F,7,1451,Yes
B,Road,5,5,271,6,low,M,6,1450,Yes
C,Road,6,1,308,4,low,F,7,1260,Yes
F,Road,7,2,281,4,medium,F,2,1291,No
D,Flight,5,4,307,5,low,M,8,1903,No
F,Flight,5,3,224,5,medium,M,9,1643,Yes
A,Flight,5,5,233,6,medium,F,4,1924,Yes
B,Flight,3,4,179,2,medium,M,5,1340,No
C,Flight,4,3,267,5,medium,F,9,1538,No
F,Flight,5,3,218,6,low,F,6,1519,Yes
D,Flight,7,3,302,4,medium,F,7,1915,No
F,Flight,7,3,247,4,medium,M,5,1060,No
A,Flight,6,3,266,4,medium,F,8,1547,No
B,Flight,5,1,247,5,low,M,10,1562,Yes
C,Flight,4,3,219,5,low,F,8,1702,Yes
F,Flight,7,1,287,4,medium,M,9,1150,Yes
D,Flight,6,3,297,5,low,F,5,1657,No
F,Flight,5,5,273,5,medium,M,4,1597,Yes
A,Flight,5,5,219,5,low,M,6,1234,No
B,Flight,5,1,232,5,medium,F,7,1069,Yes
C,Flight,4,4,264,5,low,M,3,1782,No
F,Flight,6,3,266,4,low,F,9,1106,Yes
D,Flight,7,1,280,5,low,M,10,1199,Yes
F,Flight,7,4,264,4,medium,M,6,1265,No
A,Flight,4,2,258,5,low,F,8,1878,No
B,Flight,5,1,236,5,low,M,8,1441,No
C,Ship,5,5,262,5,low,M,2,1304,No
F,Ship,5,3,255,6,medium,F,1,5874,No
D,Ship,4,4,267,4,low,F,8,5219,Yes
F,Ship,4,1,240,4,low,M,10,5965,Yes
A,Ship,4,2,215,2,high,F,10,4061,Yes
B,Ship,5,5,252,5,low,M,9,4135,No
C,Ship,4,5,136,2,medium,M,4,5512,No
F,Ship,3,4,225,4,medium,F,9,5575,No
D,Ship,3,3,187,6,low,F,2,4549,No
F,Ship,4,4,144,3,low,M,6,4137,Yes
A,Ship,3,2,226,2,low,M,10,4254,No
B,Ship,5,2,229,3,low,F,3,4916,No
C,Ship,3,3,255,3,low,M,4,4628,Yes
F,Ship,5,3,227,5,medium,F,9,4990,No
D,Ship,5,1,248,3,medium,M,6,5081,Yes
F,Ship,3,2,151,2,low,F,3,4759,No
A,Ship,4,5,188,3,medium,M,8,4125,No
B,Ship,4,2,160,2,medium,M,3,4304,Yes
C,Ship,4,2,156,3,low,F,1,5361,No
F,Ship,3,4,162,3,medium,M,7,5313,No
D,Ship,4,4,270,3,low,F,4,5888,No
F,Ship,4,5,200,4,medium,F,2,4947,No
A,Ship,3,3,224,4,medium,M,10,4147,No
B,Ship,4,4,146,4,medium,M,7,4953,Yes
C,Ship,5,3,156,3,low,F,6,5231,Yes
F,Ship,4,3,235,3,medium,F,4,5748,Yes
D,Ship,4,1,231,3,medium,M,5,4118,Yes
F,Ship,4,5,141,2,low,F,10,5907,Yes
A,Ship,3,1,178,4,medium,M,9,5727,Yes
B,Ship,5,4,244,6,high,F,3,4089,No
C,Ship,4,2,247,2,medium,M,7,4955,Yes
F,Ship,3,1,132,3,medium,F,5,5978,No
D,Ship,4,5,190,3,medium,M,6,4671,Yes
F,Ship,3,2,113,5,medium,M,1,5993,No
A,Ship,5,5,253,2,high,F,3,4851,No
B,Ship,4,3,235,3,medium,F,4,4739,No
C,Ship,3,3,264,2,low,M,6,4102,No
